AreaPxl,Asymmetry,Blueness,BorConBlue,BorConGree,BorConNDVI,BorConRed,BorConCHM,BorConDSM,BorIndex,BorLenByLe,Brightness,Compactnes,CurvByLen,Density,DifNeiBlue,DifNeiGree,DifNeiNDVI,DifNeiNIR,DifNeiRed,EllipticFi,Greenness,LenByWidMl,LenByWidPo,LengthPxl,MaxCHM,MaxDSM,MaxNDVI,MeaInBorND,MeanCHM,MeaInBorCH,MeaInBorDS,MeaOutBorD,MeaOutBorC,MeanBlue,MeanDSM,MeanGreen,MeanNDVI,MeanNIR,MeanRed,MeanStdDev,MeaOutBorN,MinCHM,MinDSM,MinNDVI,MyBrightne,NumPxls,Perimeter,PolySelfIn,RatioBlue,RatioGreen,RatioRed,RectFit,Redness,Roundness,ShapeIndex,SkewBlue,SkewGreen,SkewNDVI,SkewCHM,SkewDSM,SkewRed,StdDevCHM,StdDevBlue,StdDevDSM,StdDevGree,StdDevNDVI,StdDevNIR,StdDevRed,WidthMl,WidthPoly,ClassID
52,0.438226778,1.035494881,0.875,-4.025,-0.032465615,-1.85,0.312908936,-0.071463013,1.25,4,206.2385463,0.453103996,14.79757432,1.651868667,0.91850494,-9.108933863,-0.082016634,-17.56018655,-7.414117127,0.461538462,1.036405006,3.019054548,1,10,6.841674805,721.9509888,0.142857149,-0.144764479,1.599716187,1.668762207,719.6208391,719.7569144,1.701524135,87.51923077,719.4235006,87.59615385,-0.155219513,58.21153846,78.44230769,11.64767235,-0.099697872,0,718.4470215,-0.349206358,84.51923077,52,37.42357483,0,0.084871846,0.084946442,0.076069492,0.750304311,0.928100114,0.820153055,1.386750491,-0.120950767,0.791649799,0.391696269,1.002796101,0.518423367,0.100141885,1.487880842,10.6743589,0.968618515,12.59618321,0.128857201,14.28465629,11.67247496,3.157503397,10,8
149,0.545287178,1.058253761,-2.455882353,-5.441176471,0.026066802,-5.647058824,-0.026916504,-0.092967314,1.307692308,3.205628159,192.0504134,0.544265411,7.721221696,1.819134706,-8.33684703,-10.46426162,-0.011303953,-11.76985075,-10.54995487,0.677852349,1.02837123,2.308198601,1.657830643,21.21269113,4.180236816,721.6069946,0.088,-0.156067707,2.187662214,2.201611328,720.0100696,720.1088166,2.117620398,68.9261745,719.8628053,66.97986577,-0.144803,44.99328859,59.48993289,10.4211656,-0.190735146,0,718.7639771,-0.405405402,65.13199105,149,56.95493,0,0.071779251,0.069752379,0.061952413,0.786638874,0.913375009,0.775715709,1.392694265,0.352570681,0.418558189,-0.220336538,-0.071895181,0.387913033,0.31473418,1.284706922,10.24406455,0.906353124,11.41614881,0.102108773,11.26466033,9.60328345,6.171935674,12.79545122,8
56,0.913091058,1.03553176,-4.896551724,-4.379310345,-0.043693582,-4.568965517,-0.067343876,0.164453967,1.526315789,3.005141651,198.0385005,0.342883196,8.709971545,1.188625919,-7.780481441,-10.30934938,-0.102825873,-19.753705,-8.111540429,0.535714286,1.047213434,4.515371585,3.534619464,19.30025494,1.093444824,723.2755127,0.086419754,-0.149429273,0.612743923,0.623640442,720.8936172,720.581387,0.687980143,75.98214286,720.9246456,76.83928571,-0.152131291,49.14285714,67.30357143,11.46781063,-0.088373784,0.142456055,718.723999,-0.34579438,73.375,56,46.49983719,0,0.076734718,0.077600351,0.067970189,0.739512885,0.917254807,1.067952497,1.937644004,-0.172602442,-0.102677626,0.450536238,-0.2275674,1.439668205,-0.667707525,0.276542533,10.9536215,1.122258211,12.12991695,0.085139054,6.988328462,11.31989343,3.090557976,5.460348741,8
183,0.461951878,1.023972399,-1.135135135,-1.756756757,-0.010846509,-0.432432432,0.028705494,-0.023570293,1.275862069,3.437069347,208.5504039,0.522250444,2.476519434,1.89125088,-3.57989901,-5.591446231,-0.017150195,-3.065988966,-2.542385148,0.672131148,1.00231991,3.612707701,1.481944619,21.52997002,1.971374512,722.0889893,-0.17741935,-0.304055114,0.564205316,0.508605957,720.2965771,720.3544951,0.496989901,94.06557377,720.2656807,92.07650273,-0.31163447,46.89617486,89.44808743,8.71386128,-0.292253187,0,719.9860229,-0.416666657,91.86338798,183,65.90186757,0,0.090208959,0.088301438,0.085780786,0.82621346,0.973707691,0.677159601,1.367559351,0.066819035,0.411770956,0.331504436,1.015576663,5.221502657,0.338975582,0.675685969,10.24860729,0.234678489,8.520284046,0.040076773,4.063046397,7.3726925,5.06328455,14.528188,5
22,0.172900469,0.979802956,-14.84615385,-27.34615385,0.024724834,-22.84615385,-0.046346811,-0.357759916,1.181818182,3.714285714,214.9053744,0.594964913,22.47273593,1.524907942,-7.335788178,-17.78133454,-0.139568804,-36.01178767,-12.04570821,0.636363636,1.047783251,2.594201856,1.166666667,7,10.63348389,726.9122314,0.058064517,-0.085768925,9.667294589,9.65826416,726.7669881,727.2354672,9.600084807,90.40909091,726.7995994,96.68181818,-0.117937931,70.90909091,89.72727273,20.23029182,-0.09688008,7.683837891,726.2298584,-0.287499994,92.27272727,22,21.79937837,0,0.084138511,0.089976175,0.083503982,0.770706593,0.972413793,0.456819608,1.385804656,-0.408788678,0.265443387,-0.200100545,-1.278169839,-1.542285729,0.167521351,0.573053711,15.33462834,0.181391599,24.57342682,0.10129857,17.50041322,20.78282031,2.122219805,6,6
45,0.632427662,0.964875331,8.025,7.65,-0.088298283,10.125,0,0.608717346,1.333333333,3.333333333,225.052443,0.449712618,22.21949177,1.540500263,14.93384467,17.38843886,-0.125813999,-5.33177098,18.11243828,0.688888889,1.065153883,4.278615214,2,12,8.285888672,724.8510132,-0.028571429,-0.166828967,5.155221897,5.396157401,723.6798423,722.9950161,5.529336929,105.2,723.6177707,116.1333333,-0.172145588,74.55555556,105.7555556,10.01021954,-0.071422925,3.671447754,718.5540161,-0.281767964,109.0296296,45,34.25749764,0,0.093489321,0.103205574,0.093983033,0.786455205,0.969970786,0.567786762,1.490711985,-0.314946554,0.187659319,0.35863236,0.511015275,-1.806171923,0.197573203,1.349208611,9.58841894,1.444247922,9.453041838,0.062144799,7.479024166,10.98919784,2.543606321,6,5
58,0.293346424,1.116457547,-12.33333333,-13.36111111,0.024628511,-7.5,0.063600328,-0.221343994,1.125,3.6,178.3916597,0.768166449,0,1.822616725,-11.59098677,-12.63023676,0.023961518,-7.075475018,-10.1291854,0.827586207,1.002070898,0.790075772,1.25,10,1.384460449,723.3120117,0.023255814,-0.140279762,0.362042657,0.521589355,719.3190942,719.5191924,0.451075061,52.67241379,719.0962293,47.27586207,-0.146886171,31.32758621,41.5862069,6.152501241,-0.167808933,0,718.559021,-0.290322572,47.17816092,58,29.30559288,0,0.059052552,0.053002323,0.046623488,0.88268216,0.881471556,0.275339257,1.181757896,-0.184625,-0.431175944,0.397598429,1.142471424,3.0129829,0.172071755,0.525752912,6.154303039,1.19052771,7.362048777,0.083732874,6.495058947,4.941151907,4.716990566,8,8
76,0.691251014,1.062858096,10.3125,10.83333333,-0.073381178,10.5,-0.274486542,-0.140449524,1.263157895,3.319761572,199.6624338,0.555204923,15.47689583,1.653725852,17.75778897,17.55596107,-0.168130404,-1.943761093,18.49164172,0.736842105,1.012126606,3.274979515,1.876110405,14.4588697,4.685119629,723.5640259,-0.096774191,-0.270429589,3.425619025,3.536935245,722.5980871,722.8482778,3.839500026,83.80263158,722.325327,79.80263158,-0.298601057,39.44736842,72.93421053,8.983474846,-0.18704052,0,718.7709961,-0.443298966,78.84649123,76,40.08676849,0,0.083944315,0.079937553,0.073057519,0.854659164,0.925015297,0.42291526,1.376494403,0.233396262,0.115643624,0.600446625,-1.711205616,-1.561584643,-0.02719727,1.51370143,8.613055783,1.704190475,8.732907722,0.071558938,6.64592225,9.604461034,3.92783609,7.706833063,11
48,0.749407783,0.917940302,-0.947368421,-1.263157895,0.007305,-0.868421053,-0.012544331,-0.241784347,1.1875,2.949922144,246.3192774,0.571798682,-17.47031421,1.493686263,7.237411501,9.711750543,-0.013705401,1.91283108,9.360191977,0.541666667,1.092265873,2.446030549,2.200300118,12.8816959,2.61920166,721.723999,-0.019920319,-0.126890304,1.863293966,1.842393663,720.7816072,721.0444237,1.833559098,124.2916667,720.8255539,147.8958333,-0.125139316,104.5625,134.0208333,11.36108691,-0.140655937,0.898498535,719.3189697,-0.243478253,135.4027778,48,32.81519526,0,0.100919155,0.12008466,0.108818794,0.839389685,0.989793825,0.474070901,1.371206889,0.051664976,0.349825015,-0.18442098,-0.86621527,-0.691331994,0.11234614,0.457598547,11.22675067,0.886489467,12.58014239,0.059936073,12.66706071,10.27636768,3.952757401,5.854517662,6
243,0.163378283,0.974765975,-7.364583333,-9.177083333,-0.020473865,-7.708333333,-0.113050461,-0.032251994,1.5,3.790710177,219.6637027,0.43754314,8.927780974,1.918894271,-6.920867657,-9.447970278,-0.005869204,-10.6406931,-7.704046548,0.522633745,1.058770859,5.170398381,1.30517453,25.32506985,5.449829102,723.447998,0.070063695,-0.135657928,1.203022772,1.392210242,720.2068515,720.2449301,1.577853116,98.55967078,720.4378549,107.0534979,-0.133316167,74.5473251,97.72016461,12.43341944,-0.117765007,0,719.3400269,-0.333333343,101.1111111,243,83.62527732,0,0.089736875,0.097470357,0.088972519,0.752285293,0.966463166,0.921909903,1.539600718,-0.122574017,0.095161363,0.145342086,1.238815208,0.968397895,0.022439181,1.48985969,13.25717211,1.401012795,12.10963371,0.077258603,8.551996797,11.93345251,5.030010923,19.40358877,5
36,0.241393133,0.989949324,-12.16666667,-14.63333333,-0.025652354,-12.63333333,0.043971761,-0.393349202,1.153846154,3.75,226.72852,0.629746882,11.53596642,1.655995175,-16.38218811,-32.5202729,-0.102571259,-35.49191033,-23.79188596,0.722222222,1.033023649,1.310978642,1.142857143,8,7.462158203,727.2529907,0.052631579,-0.136237139,6.75151062,6.537275042,725.3620635,725.4958027,6.444265512,108.5277778,725.4759335,113.25,-0.173233375,79.27777778,107.1111111,13.24933324,-0.10873676,6.048034668,719.6500244,-0.45714286,109.6296296,36,26.61519738,0,0.09573368,0.09989921,0.094484021,0.8327336,0.977027027,0.534491804,1.25,0.251206245,0.34220155,-0.056199889,0.314427083,-2.029717958,0.313552495,0.602907164,12.54654913,2.162037183,14.41522151,0.144768994,28.38682315,12.78622909,3.817003284,7,11
110,0.59418346,1.159441587,-12.41666667,-14.16666667,0.014717289,-13,0.118079631,-0.387096151,1.304347826,3.506658322,179.7335207,0.526589115,6.648447498,1.746904309,-21.81667645,-27.62261501,-0.059731299,-20.69577705,-24.50377338,0.654545455,0.981631154,3.057753239,1.606362901,17.11030688,9.258544922,728.3720093,0.132075474,-0.194163624,5.504728005,5.54586863,724.2257307,724.7276715,5.516918426,57.38181818,724.0857855,48.58181818,-0.242222272,26.10909091,42.50909091,8.214368999,-0.2117307,2.465515137,719.2529907,-0.508196712,49.49090909,110,51.92802562,0,0.063852105,0.05405983,0.047302352,0.803118935,0.858927259,0.64208219,1.430193884,0.35291853,0.845211381,0.767212663,0.395624351,-0.389110485,0.467740565,1.695065376,8.416414501,2.663758355,8.637531022,0.12291009,6.588344329,7.589161475,4.856155777,10.65158244,8
54,0.470156032,1.073075076,-4.452380952,-8.214285714,-0.025804984,-7.30952381,-0.029668899,0.222714379,1.3125,3.5,198.7112189,0.530102302,9.918349666,1.64076931,-1.087493776,-6.76607764,-0.165540112,-22.38859046,-3.724765347,0.518518519,1.02529214,1.742632956,1.333333333,12,3.50402832,727.7390137,0.092783503,-0.244343148,1.77263048,1.683454842,723.5722825,723.4800038,1.739412196,82.75925926,723.6672058,79.07407407,-0.269848444,38.51851852,69.53703704,18.12045774,-0.207813161,0,720.8289795,-0.495934963,77.12345679,54,34.76992633,0,0.083296011,0.079586925,0.069988033,0.761033787,0.901632784,0.929555458,1.428869017,-0.146939358,0.073101033,0.576394506,0.058241628,1.172677164,-0.039215809,1.281291582,18.07897816,2.232489837,18.14331001,0.165599877,7.023085585,18.13908504,4.65739489,9,11
69,0.154888745,1.078279647,-10.375,-20.75,0.007065944,-20.04166667,0.216938019,-0.342966715,1.333333333,3.982836248,203.8466369,0.537190552,9.328475342,1.797818686,-12.91795724,-26.66287969,-0.046247394,-29.48802467,-23.34134237,0.710144928,1.028612561,1.71951632,1.190865282,12.05171315,10.70465088,726.2532959,1,-0.081263215,5.098419632,5.059704196,722.6923297,723.1376411,4.436475966,86.84057971,722.3636192,82.84057971,-0.107783743,55.26086957,71.92753623,21.15828914,-0.07476775,0.10369873,719.3070068,-0.541401267,80.53623188,69,38.99339267,0,0.085201876,0.081277357,0.070570246,0.863384722,0.893107792,0.842126429,1.444630237,0.069509632,-0.024965526,1.469755238,0.874025618,0.065711676,0.397140571,2.117303576,19.21625458,3.049877445,21.88217671,0.223138914,13.12333045,22.37643613,4.588666454,10.12013142,5
52,0.562330528,1.053675326,-5.840909091,-9.909090909,-0.078445075,-4.75,0.289772727,0.105257901,1.375,3.179065977,201.5271959,0.502682143,8.853618912,1.584069002,-4.042949177,-12.65318161,-0.208021692,-35.26509456,-6.487229386,0.615384615,1.024911907,3.105801677,1.887045113,13.8405432,3.477233887,724.5106812,0.064102568,-0.146307645,2.462611272,2.46992861,723.2039437,723.2073399,2.295663016,82.42307692,723.1936716,80.17307692,-0.190007574,49.76923077,72.07692308,13.45072338,-0.041626595,0.205322266,721.7249756,-0.403508782,78.22435897,52,37.24759962,0,0.081798466,0.079565516,0.071530716,0.803742404,0.921412767,0.906781092,1.52542554,-0.859843788,-0.703090251,0.177543111,-1.099189834,0.08221653,-0.884441235,1.138758776,13.1870364,1.052862985,14.48436976,0.126667575,14.2944521,12.68076398,3.983316769,7.334505735,8
37,0.538469256,1.01765625,-2.3,-6.85,-0.04953765,-6.175,-0.103674316,-0.825276184,1.428571429,3.694931797,229.1002646,0.321729578,14.79477326,1.433130677,1.718588066,-8.097713121,-0.10430593,-15.9014968,-6.490475296,0.459459459,1.03734375,3.922986751,1.379785139,10.82563961,6.297912598,727.7869873,0.074889868,-0.176817841,3.424227328,3.880185641,723.3315805,724.6393354,4.05812122,117.3513514,723.6634851,119.6216216,-0.185833636,75.89189189,108.972973,22.75774052,-0.128364925,0,720.4730225,-0.438735187,115.3153153,37,33.94407988,0,0.102445409,0.10442731,0.09513125,0.682496933,0.945,1.313579401,1.643989873,0.633416156,0.612094741,-0.063090392,-0.42845976,-0.073122146,1.210928086,2.439864368,18.84390534,2.652075883,25.25261705,0.155453064,23.22252376,24.17669918,2.469787628,7.845887958,6
42,0.676506409,0.964067529,12.07894737,12.05263158,-0.095687255,10.86842105,-0.155678197,0,1.357142857,3.166666667,232.5009748,0.464278708,15.78964911,1.500780051,15.51582989,12.58335154,-0.161056483,-15.05383834,14.49021061,0.571428571,1.062602641,3.255166716,1.714285714,12,1.990722656,727.3510132,-0.08994709,-0.233741963,0.219723656,0.348064716,723.0666128,723.069836,0.574171497,116.4761905,723.0763027,128.3809524,-0.215987674,76.97619048,117.5952381,14.93940105,-0.132880605,0,720.8439941,-0.442857146,120.8174603,42,34.31261145,0,0.100194152,0.110434765,0.10115677,0.751156129,0.97332983,0.858865564,1.465881825,0.113191027,-0.044146601,-0.833509317,2.575752413,0.211875275,0.175531703,0.495795275,11.97664015,1.694959743,17.28053182,0.081680147,17.33079848,15.56103119,2.936886724,7,6
74,0.61321683,0.954536903,13.88,9.84,-0.040410304,9.64,-0.37784668,-0.110653076,1.315789474,3.571428571,248.4199506,0.542075992,7.86282751,1.662126591,15.21899041,11.00245655,-0.071922226,-3.388355899,11.48845137,0.405405405,1.050009406,2.899658892,1.4,14,6.006896973,726.2369995,-0.053763442,-0.232913204,2.317791088,3.115665109,722.1674613,722.3270702,3.375721467,137.1351351,721.9916448,150.8513514,-0.231269668,89.10810811,143.0135135,14.56683767,-0.184651073,0,719.1015015,-0.335968375,143.6666667,74,41.83520647,0,0.110405895,0.121448661,0.115138509,0.722082339,0.99545369,1.218171579,1.453095484,-0.537688149,-0.237407425,0.485529378,0.066677546,1.900168091,-0.357254769,1.702366664,13.31867651,1.081670943,15.96760439,0.058466895,8.788148604,14.41423212,4.038623822,10,12
79,0.844120055,1.015364002,6.0125,6.175,0.001183408,5.7375,0.077223206,0.50122757,2,3.130473978,214.5581657,0.156013904,16.05358133,1.055952866,12.50614973,11.8099627,-0.05279517,-5.055227665,10.64084283,0,1.066681554,10.14824622,2.471568854,25.55523558,5.594848633,725.8280029,0.144827589,-0.125183585,2.731402047,2.792394178,721.9445043,721.1784722,2.877631692,95.92405063,721.8161451,100.7721519,-0.129838353,67.55696203,86.72151899,15.53420615,-0.119687452,0.414306641,717.960022,-0.313868612,94.47257384,79,74.27833507,0,0.089415428,0.093934576,0.080837305,0.499609232,0.917954444,2.468014075,2.250175802,0.177132367,0.180243966,0.529366644,0.771143275,0.710693824,0.177681274,1.071905336,13.82876488,1.902609454,18.15122785,0.096415363,15.54718977,14.6226257,2.388434878,10.33968184,6
97,0.332129329,1.052234882,7.9375,6.6875,-0.060729359,6.78125,0.072658539,-0.721334457,1.6,3.816235208,202.0080912,0.373389616,11.85474056,1.625511727,8.999051838,7.853904474,-0.082338717,-6.849751732,7.137444765,0.340206186,1.031989483,3.353568453,1.232721777,16.77045478,7.188720703,725.5234985,0.05882353,-0.156636933,3.971732543,4.293256487,721.9332898,722.6218584,4.304441056,82.51546392,722.514683,80.92783505,-0.160876796,52.26804124,71.81443299,11.0488094,-0.089928258,1.375183105,718.4710083,-0.443298966,78.41924399,97,56.83986349,0,0.081695207,0.08012336,0.071100551,0.661192413,0.915775635,1.14836321,1.624553864,0.231893695,0.484076705,-0.531108933,0.271479799,-0.380631436,0.649070861,1.607120334,10.96866521,2.17102474,11.84282585,0.101800338,10.69204875,10.33493714,4.103552461,13.60441188,8
50,0.716526103,0.969992145,20.5,20.45,-0.062909383,22.1,-0.122538757,0.01990509,1.25,3.333333333,262.7841096,0.70669108,0.877283102,1.551482218,28.63819756,29.50546394,-0.090887561,5.303274373,32.09069372,0.56,1.030557738,2.24245316,1.714285714,12,9.168701172,729.382019,-0.313043475,-0.371017469,6.230654297,5.633185493,728.8348886,728.7667709,5.693125079,164.64,728.7805481,174.92,-0.380281349,75.94,169.64,13.39927211,-0.31311378,0.042053223,726.232666,-0.455882341,169.7333333,50,30.84328408,0,0.12530438,0.133128293,0.129109785,0.76535602,0.999450118,0.749601057,1.414213562,-0.301454986,-0.589001719,0.14325848,-0.308706874,-1.825789596,-0.529182057,2.365339024,13.6011176,1.115998825,13.08409722,0.033747724,4.173296059,13.51260153,3.99229856,7,2
137,0.433012098,1.008000558,11.55357143,14.64285714,-0.102401017,14.44642857,-0.074145726,0.008997236,1.12,3.111111111,220.2349997,0.741051494,2.560849088,1.949739365,23.37185305,27.37306273,-0.113645661,5.678699266,25.52972111,0.839416058,1.043933298,2.463918287,1.8,18,5.685546875,725.9459839,0.21794872,-0.176487694,1.551616585,1.835085914,723.1418195,723.1707062,1.990430467,105.4525547,723.2479912,109.2116788,-0.206658087,64.08029197,99.18248175,18.99217316,-0.066835946,0,720.25,-0.42696628,104.6155718,137,48.46176428,0,0.095763666,0.099177405,0.090069682,0.886554186,0.948066144,0.347288919,1.196100721,-0.213469516,-0.465704013,1.072517185,0.966713158,-0.188597147,0.022621664,1.366140113,18.59478414,2.222789607,18.75521559,0.127541045,9.1276898,19.62651974,6.216615541,10,12
74,0.619593097,1.036098528,1.28,0.16,-0.041322699,-0.64,-0.258287354,-0.85362793,1.388888889,3.846153846,212.0067614,0.50546303,15.89682367,1.663110728,3.347263941,-2.571405005,-0.102813484,-13.29841924,-0.938031208,0.486486486,1.033975085,3.375682089,1.3,13,9.315002441,729.7990112,-0.036585364,-0.271165214,6.108777845,5.761490304,723.7077846,724.9006708,5.956602439,98.90540541,724.114888,98.7027027,-0.282787097,49.54054054,88.77027027,10.86016705,-0.224329241,1.807006836,720.4516602,-0.451851845,95.45945946,74,43.03600665,0,0.09330401,0.093112788,0.083742867,0.737473595,0.929926387,0.913089112,1.453095484,0.602467532,0.566241296,0.647149684,-0.528601198,0.86919671,0.511493788,2.700430428,10.0015795,3.455557187,10.583937,0.112777169,9.055667464,11.99498465,3.808955359,10,11
179,0.598742747,1.006112389,-4.375,-8.083333333,-0.006582551,-6.722222222,0.041325039,-0.158341302,1.24137931,3.054466369,207.6355468,0.584818785,12.10023039,1.842017311,-6.885620807,-11.15667518,-0.015854024,-11.59832946,-8.863320457,0.74301676,1.042918173,2.837123718,1.825499902,23.57203888,7.539550781,721.5579834,0.04225352,-0.095808548,1.985104694,2.251532537,718.9865146,719.175413,2.209498519,85.51955307,718.8369519,88.64804469,-0.113263477,64.34078212,80.83240223,9.377851147,-0.093938682,0,717.6380005,-0.324503303,85,179,62.70662339,0,0.082374675,0.08538812,0.077859888,0.846975122,0.950969438,0.464418317,1.345383167,0.338962107,0.604079434,-0.509361943,0.966516337,1.184111672,0.366842188,1.839956116,10.36880839,1.316259583,8.793352878,0.075835381,7.715692596,8.97139217,5.132015102,12.91264867,5
84,0.351692898,1.102319801,-5.166666667,-7.916666667,0.000405739,-6.958333333,-0.027627309,0.034582774,1.263157895,3.692307692,187.1801142,0.583856736,3.233845165,1.827993579,-13.87040524,-21.26789905,-0.051902432,-24.96840121,-17.53436753,0.714285714,1.025062138,1.322413921,1.181818182,13,5.155029297,724.0046997,0.188118815,-0.052463714,3.95586141,3.727436175,722.4337838,722.4388249,3.85630389,63.35714286,722.2339042,58.91666667,-0.103336913,41.23809524,50.1547619,9.252708329,-0.059476862,1.812561035,718.5089722,-0.297872335,57.47619048,84,41.49448451,0,0.067696446,0.062951844,0.05358984,0.862148378,0.872618061,0.869772085,1.309307341,0.212709697,0.004024111,0.260151645,-0.50408267,-1.259969009,-0.035767538,0.991586728,11.14690098,1.49152163,9.53091253,0.118371724,9.379078856,7.08031148,6.328853556,11,8
66,0.563124061,0.971854123,5.833333333,4.479166667,-0.038619029,4.25,0.369383494,0.433895111,1.333333333,3.287830386,245.509463,0.527834167,12.31295018,1.67218243,11.77578729,7.427134892,-0.085363142,-7.763307586,8.858037241,0.636363636,1.042602125,2.433867178,1.780686492,14.59929326,9.269470215,727.9014893,-0.010752688,-0.226948433,7.092889034,6.582988739,724.1913052,723.8496162,6.35744222,134.4545455,724.4261031,144.2424242,-0.211743416,88.07575758,136.3484848,17.18521583,-0.183895633,4.186645508,718.8790283,-0.350427359,138.3484848,66,39.18588284,0,0.109531049,0.117504574,0.111073914,0.827716625,0.985543752,0.579754328,1.477097892,-0.135516599,-0.416688452,0.593158713,-0.697239036,-0.341401712,-0.349443893,1.414550802,13.6372727,2.278521827,19.16519937,0.075693929,9.165664859,18.75317543,4.341336657,8.198688161,6
80,0.212527891,0.919327397,-6.884615385,-6.192307692,-0.006662705,-5.980769231,0.003340501,0.00285222,1.368421053,3.714285714,252.6158499,0.418206078,8.653159813,1.727970223,-2.239849621,-1.973301129,-0.038840212,-7.838859175,-1.213515677,0.525,1.058583338,3.272177133,1.166666667,14,0.100769043,718.3917236,-0.010989011,-0.181083155,0.034413147,0.035371399,718.3674194,718.365645,0.030310891,135.0875,718.3667496,155.55,-0.180830988,103.8875,150.1875,17.82598939,-0.169623869,0,718.3300171,-0.294117659,146.9416667,80,48.41173631,0,0.10695093,0.123151418,0.118905841,0.707573754,1.022089264,1.070811494,1.453444185,-0.761486949,-1.322051644,0.332429216,1.063395002,-0.801345516,-0.847024123,0.030380386,19.67561546,0.020104799,16.88853161,0.071750247,11.35891032,16.91382109,3.663290868,12,4
71,0.818970221,0.990382911,17.16666667,19.64814815,-0.14762024,20.87037037,-0.044099031,0.183198152,1.35,2.926265988,218.511336,0.408448274,11.58028045,1.480595742,27.86237217,31.70379915,-0.247659737,-1.06725587,34.73326725,0.746478873,1.023222833,3.534091029,2.734802126,18.45355146,6.276733398,730.6699829,-0.179104477,-0.301558753,1.775161098,1.538607949,723.647681,723.5945682,1.415695917,104.915493,723.3594971,108.3943662,-0.336079084,51.3943662,104.4929577,16.83105277,-0.15447856,0.139648438,720.3010254,-0.446153849,105.9342723,71,45.90661607,0,0.096027506,0.099211664,0.095640766,0.832546742,0.986394256,0.60525265,1.602155239,-0.106375168,0.427727168,0.34430755,1.156711775,0.859069284,0.535067215,2.504770658,13.14571261,4.018883913,18.06754064,0.067053979,7.129543519,19.27990506,3.900053201,6.747673363,12
79,0.54013498,1.107006475,-11.39583333,-13.0625,0.026869193,-11.72916667,-0.01672109,-0.072766622,1.263157895,3.428571429,181.3809229,0.636795998,8.950392925,1.724825375,-16.93807177,-18.37346737,0.008182043,-9.951145417,-17.62564225,0.569620253,1.00763739,2.227125371,1.4,14,3.981445313,725.4196777,-0.014492754,-0.172598814,2.837639531,2.962358747,723.9897304,724.1223567,3.002903082,56.26582278,723.879298,51.21518987,-0.195482242,30.5443038,45,7.989442575,-0.206258135,1.614379883,723.0869751,-0.490196079,50.82700422,79,40.3483091,0,0.06204161,0.056472521,0.049619331,0.786755641,0.885356135,0.90246327,1.350105481,0.578916186,0.28881032,-0.887466029,-0.334725837,0.664762067,0.461819281,0.780138691,8.829910132,0.74559989,8.767995435,0.094719927,6.026938405,6.370422159,4.420581286,10,8
70,0.814799318,1.051615876,-6.933333333,-11.98333333,-0.012473518,-10.85,0.062128703,-0.000890096,1.578947368,3.109787172,204.8491687,0.299297589,12.33296698,1.278027468,-6.126041562,-12.98385436,-0.0436232,-14.76799594,-10.52106783,0.314285714,1.026211187,6.03496651,2.262127152,19.29392485,5.523742676,724.6380005,-0.007518797,-0.151831458,4.267492676,4.380902778,721.6351264,721.6303287,4.347628846,86.92857143,722.0172721,84.82857143,-0.171761258,54.24285714,76.22857143,9.359510815,-0.13385285,3.409240723,718.1135254,-0.380530983,82.66190476,70,50.81412787,0,0.084870807,0.082820518,0.074424096,0.649891527,0.922172936,1.56148792,1.792842914,-0.188238384,0.247666984,-0.050579419,0.30692221,-0.84437443,0.242363144,0.702309811,9.272573119,2.215631081,9.420299402,0.102292303,10.42310033,9.385659926,2.78973025,8.529107143,8
71,0.398606322,1.040704524,3.714285714,0.238095238,0.004751188,0.785714286,-0.147632417,0.194568452,1.166666667,3.818181818,204.3156604,0.813602134,1.395840238,1.821371671,5.621423941,2.572383999,-0.053958544,-6.364777685,3.245959019,0.718309859,1.029747879,1.244464867,1.1,11,4.241760254,725.690979,0.116279073,-0.110444451,0.76061238,1.114028931,721.8623047,721.9856567,1.198762894,82.94366197,721.7895697,82.07042254,-0.110715508,60.69014085,74.08450704,8.681950059,-0.10816064,0,717.802002,-0.282608688,79.69953052,71,33.80713346,0,0.081191683,0.080336889,0.072519656,0.849706386,0.929547597,0.554662326,1.246120741,-0.155013087,-0.433970788,0.236772728,1.353718018,-1.171473618,-0.159682487,1.271080988,7.980411448,1.815319884,9.889992016,0.092096357,14.83010979,8.175446715,6.0895038,10,6
86,0.912946262,0.945648291,5.557142857,5.742857143,-0.036982558,5.671428571,0.754327393,0.061610631,1.52173913,2.874799418,239.0716385,0.293237604,3.452861491,1.241367607,9.788594447,11.27926754,-0.03718847,0.036669096,12.66015225,0.581395349,1.052625313,4.990447077,3.618238064,24.3495249,9.596618652,727.6170044,0.074285716,-0.247099503,6.930336886,6.577112315,724.7123749,724.4461163,5.857477152,123.1395349,724.9512159,137.0697674,-0.245691913,79.75581395,130.4418605,14.55191693,-0.213016895,2.593322754,719.0449829,-0.434554964,130.2170543,86,58.73360206,0,0.103014758,0.114668363,0.10912366,0.788685524,1.001726396,1.022047913,1.887073531,-0.535802754,-0.754016669,0.828032262,-0.360649693,-1.197678264,-0.646236982,2.149946196,13.12122618,2.733844707,14.77646675,0.109415641,17.39215009,15.75805785,3.628487124,6.729663573,12
